date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2016-03-26,1166,140,1026,718150,145100,863250,767,54,821
2019-12-04,95855,43120,52735,15817121,60407293,76224414,43872,10749,54621
2015-04-21,89,27,62,377450,117900,495350,2,3,5
2022-10-31,118183,57207,60976,113062399,73767417,186829816,36671,8842,45513
2022-10-25,98190,44637,53553,73266060,41958284,115224344,31528,7246,38774
2020-12-27,103830,51965,51865,62553421,52115933,114669354,25487,7337,32824
2022-07-21,134230,68842,65388,121019603,97004590,218024193,41218,11506,52724
2025-05-27,274445,66564,207881,400997454,109718344,510715798,116821,5725,122546
2025-12-28,251313,36803,214510,354391245,48164276,402555521,34488,905,35393
2016-11-18,668,106,562,665400,359810,1025210,395,17,412
2016-01-26,223,39,184,409925,222400,632325,103,6,109
2026-01-20,286707,40417,246290,457591146,81827075,539418221,23125,497,23622
2018-10-27,16479,13168,3311,4097825,21663200,25761025,1721,672,2393
2019-05-24,43794,32011,11783,9613861,33145260,42759121,4696,3422,8118
2015-06-10,182,68,114,853150,344160,1197310,1,2,3
2022-03-08,134095,73221,60874,90556111,127874275,218430386,31823,9689,41512
2020-05-08,78608,35821,42787,48981395,33030589,82011984,16218,5879,22097
2022-08-15,79523,35541,43982,50886300,36080379,86966679,16602,4651,21253
2025-05-13,275150,71537,203613,395637962,118012997,513650959,117390,6070,123460
2018-03-02,435,162,273,531600,989950,1521550,213,28,241
2020-08-12,111453,53253,58200,62892600,53608269,116500869,29898,6590,36488
2025-11-09,281507,51148,230359,423312111,72110931,495423042,85685,2112,87797
2022-12-11,126045,55436,70609,115364109,78194393,193558502,38047,9743,47790
2020-01-01,62373,19772,42601,9311310,27250967,36562277,40277,7000,47277
2017-08-29,2009,948,1061,1945301,4746478,6691779,803,176,979
2020-04-10,57835,25710,32125,42882220,24018517,66900737,12089,4937,17026
2019-03-19,40875,31372,9503,9030656,39891137,48921793,6103,3411,9514
2024-01-07,190629,68138,122491,191695249,90489139,282184388,66695,10877,77572
2020-11-05,124225,64054,60171,68491617,92000010,160491627,32400,13342,45742
2025-06-02,287295,75360,211935,391651688,127060520,518712208,119427,5313,124740
2023-12-07,172087,63607,108480,181439008,105752761,287191769,53949,9693,63642
2017-09-06,2231,1433,798,2295900,6768732,9064632,606,144,750
2015-12-07,705,70,635,586450,146560,733010,572,13,585
2015-10-12,1334,32,1302,533410,116400,649810,1236,5,1241
2017-04-11,1324,297,1027,1110051,818266,1928317,687,27,714
2024-05-06,200134,65907,134227,199319296,95838369,295157665,61247,9020,70267
2016-08-11,1017,100,917,848310,313076,1161386,661,11,672
2015-04-02,105,31,74,426747,117960,544707,1,0,1
2020-04-11,61024,26530,34494,46712980,25976712,72689692,14852,4572,19424
2020-08-14,122465,58114,64351,74929346,64157105,139086451,35022,12986,48008
2020-06-02,121273,50474,70799,78565336,53557598,132122934,17574,9071,26645
2021-10-08,81256,40321,40935,51176283,60714874,111891157,22575,7757,30332
2022-04-27,134355,68744,65611,95029886,94320620,189350506,38843,11720,50563
2024-04-24,197572,63612,133960,203843968,93879017,297722985,69609,9806,79415
2025-01-14,222175,59845,162330,321638654,90485421,412124075,102396,7609,110005
2016-04-08,1470,118,1352,794050,115700,909750,1075,44,1119
2019-06-22,84453,66440,18013,14878367,48102198,62980565,6741,6886,13627
2024-05-11,197613,67697,129916,183247155,89399249,272646404,62072,8563,70635
2019-05-12,20757,15582,5175,3308405,18851446,22159851,2136,2008,4144
2018-01-30,1806,1042,764,3777400,10987612,14765012,549,151,700
2021-02-07,100436,52222,48214,54739687,55857148,110596835,22820,8463,31283
2020-06-30,127874,55574,72300,76476788,59460322,135937110,22625,8981,31606
2017-04-05,1334,258,1076,1080760,608210,1688970,685,68,753
2023-08-14,199877,78102,121775,187911206,109493874,297405080,63983,12812,76795
2017-07-08,1477,705,772,1333650,3900270,5233920,553,131,684
2020-06-16,125005,53682,71323,77090843,53702245,130793088,16709,7949,24658
2022-11-07,144549,68875,75674,139902873,107124306,247027179,49466,11146,60612
2018-11-03,21642,17307,4335,7860129,34950817,42810946,2173,674,2847
2015-07-25,102,39,63,546350,209600,755950,0,5,5
2019-05-10,28679,21451,7228,5869311,27207405,33076716,3554,2380,5934
2020-06-04,124772,53172,71600,82516637,56845982,139362619,15656,8481,24137
2023-06-09,203190,88817,114373,193195804,139619909,332815713,66981,14177,81158
2023-04-27,170136,73100,97036,171672867,117414564,289087431,60947,12398,73345
2022-09-14,143871,74226,69645,113659754,110519016,224178770,41348,10773,52121
2022-04-07,132361,68821,63540,98140097,110283737,208423834,33719,10202,43921
2021-12-19,124333,52185,72148,82745914,56922872,139668786,18135,6192,24327
2023-10-05,205013,80437,124576,207463979,133962413,341426392,61914,11959,73873
2016-03-22,1145,115,1030,1077600,150451,1228051,791,41,832
2022-10-29,125849,61873,63976,114306260,84891457,199197717,41274,10345,51619
2016-09-03,1087,60,1027,1164400,238880,1403280,813,9,822
2021-10-12,100366,51293,49073,66308123,70345154,136653277,28853,9757,38610
2017-03-26,675,222,453,495400,980080,1475480,225,35,260
2019-04-29,30755,22690,8065,5767725,25781693,31549418,4485,2515,7000
2024-09-07,219738,68618,151120,240933596,98410000,339343596,85103,9097,94200
2015-05-06,99,31,68,674475,176600,851075,0,1,1
2020-03-16,164419,78859,85560,127576829,97635918,225212747,26453,11382,37835
2022-12-27,142670,69889,72781,118014844,99739585,217754429,42174,11041,53215
2018-09-04,15921,12383,3538,4295338,18229384,22524722,2337,473,2810
2025-01-28,274454,81962,192492,340997015,118669744,459666759,102099,7726,109825
2025-11-22,318408,51399,267009,512742229,74436823,587179052,53852,2204,56056
2023-01-30,151559,67843,83716,138814352,97078847,235893199,47340,11626,58966
2025-11-08,285152,54543,230609,406635400,81562467,488197867,86458,2162,88620
2016-09-08,1143,72,1071,1125500,179200,1304700,829,8,837
2022-04-19,128474,63993,64481,87987053,89700577,177687630,36766,10586,47352
2019-08-29,106490,77633,28857,19658851,53723735,73382586,8298,5879,14177
2020-11-25,113843,54287,59556,79876992,74123977,154000969,37893,11226,49119
2017-10-09,2528,1159,1369,2364981,4410536,6775517,1190,169,1359
2023-09-22,182880,72924,109956,178575594,109953178,288528772,58445,11430,69875
2019-12-02,92572,41696,50876,12937015,52190870,65127885,42982,10437,53419
2016-10-27,959,53,906,766350,149450,915800,808,8,816
2017-05-11,1480,600,880,1223500,2283455,3506955,608,76,684
2020-10-20,116546,57700,58846,64519418,65839269,130358687,27917,9782,37699
2021-10-25,113387,56116,57271,68079322,59922156,128001478,24332,8353,32685
2017-09-10,1056,468,588,1022160,2330711,3352871,449,70,519
2015-01-25,97,30,67,617050,161700,778750,2,0,2
2021-03-10,123743,67898,55845,67396099,96855506,164251605,27426,10523,37949
2021-09-17,113806,56231,57575,62036881,61893993,123930874,28944,10021,38965
2018-04-10,3920,3076,844,2001700,10681440,12683140,613,136,749
2025-04-18,284531,71090,213441,375799280,106763457,482562737,120933,6835,127768
2015-10-26,726,47,679,870210,130300,1000510,550,11,561
2022-10-09,110004,56544,53460,58062926,62835280,120898206,25058,6832,31890
2016-09-04,859,53,806,572385,49385,621770,622,1,623
2021-02-09,112499,62981,49518,69558673,84959118,154517791,25499,10325,35824
2018-11-15,22380,17743,4637,7698259,27227071,34925330,1747,1022,2769
2017-10-03,1193,459,734,1043750,3231928,4275678,552,40,592
2017-11-28,2704,1437,1267,2401550,5155297,7556847,971,160,1131
2023-07-12,206372,84918,121454,189224413,125670292,314894705,61208,11677,72885
2019-12-13,90039,38265,51774,13172121,48274723,61446844,43156,9241,52397
2023-04-10,190607,82764,107843,175974204,116094239,292068443,67535,14724,82259
2022-06-23,102318,51290,51028,85396015,78404591,163800606,36787,9687,46474
2023-06-27,212205,85385,126820,201874144,114158536,316032680,69801,14340,84141
2020-09-20,127872,55683,72189,77762584,58098157,135860741,22713,8819,31532
2019-02-21,26343,21912,4431,6927346,34211255,41138601,2439,2152,4591
2018-11-07,5902,4283,1619,2753400,4666700,7420100,514,191,705
2019-08-21,108106,75845,32261,24152230,54522699,78674929,12036,7312,19348
2024-10-28,241849,74606,167243,306065662,108426234,414491896,93166,9164,102330
2016-08-05,1501,75,1426,1115852,264150,1380002,1167,4,1171
2020-07-11,126246,54358,71888,73365980,54551703,127917683,24029,8363,32392
2022-01-16,89717,41618,48099,60005773,54794884,114800657,29181,6929,36110
2024-07-10,224599,69541,155058,246730123,112707201,359437324,88209,9549,97758
2022-10-03,144515,73691,70824,104925429,95072862,199998291,43648,11621,55269
2020-10-27,108336,55059,53277,66407566,58909960,125317526,25806,9794,35600
2020-04-17,86057,40449,45608,53403095,36051574,89454669,22631,5801,28432
2018-02-24,1973,1259,714,2430775,11907154,14337929,582,207,789
2021-11-14,116390,53655,62735,73838805,64908782,138747587,34886,11038,45924
2023-05-19,194146,80360,113786,194934351,129321559,324255910,71202,14360,85562
2023-12-17,160138,58084,102054,162920822,78566887,241487709,54551,9054,63605
2017-11-17,2428,1252,1176,2029165,5269493,7298658,928,183,1111
2016-12-04,621,91,530,631400,138938,770338,427,28,455
2019-02-20,31122,24457,6665,8412204,33351026,41763230,4695,2378,7073
2017-01-29,789,265,524,1059050,783378,1842428,414,33,447
2022-06-29,122150,59680,62470,93747032,80559072,174306104,43232,11199,54431
2019-07-07,81019,60827,20192,12951693,35202665,48154358,8569,5739,14308
2017-03-14,796,111,685,654700,180000,834700,423,4,427
2023-12-23,221429,77601,143828,225534921,261957018,487491939,64348,11859,76207
2022-04-28,127350,66804,60546,81591381,92971525,174562906,31439,9989,41428
2019-08-30,115826,78278,37548,25785980,50824890,76610870,10812,6258,17070
2024-07-26,225340,70931,154409,228882311,105404247,334286558,73415,8080,81495
2024-04-30,217052,71989,145063,223303984,92467988,315771972,72011,10363,82374
2019-01-19,19972,17033,2939,8082364,30753384,38835748,1622,1106,2728
2021-06-30,135669,63898,71771,71682221,69347851,141030072,31504,13775,45279
2020-06-14,116282,46965,69317,79446070,45571676,125017746,12299,6248,18547
2017-01-14,740,143,597,480000,199500,679500,473,56,529
2015-07-13,136,53,83,684704,467800,1152504,2,1,3
2015-03-24,135,41,94,764750,234600,999350,4,0,4
2024-12-08,237177,69939,167238,281651041,88633179,370284220,93569,7727,101296
2016-02-20,1222,115,1107,832900,158350,991250,872,38,910
2024-03-01,219738,82078,137660,203987528,148655951,352643479,66178,10363,76541
2024-12-23,265467,80201,185266,379476800,126554512,506031312,100954,8371,109325
2025-04-24,274495,72019,202476,407386496,110993733,518380229,112915,6244,119159
2024-09-10,226030,70664,155366,263460177,113953906,377414083,89921,8939,98860
2023-01-12,168300,82536,85764,164026236,122038095,286064331,52748,12725,65473
2020-02-27,159366,59746,99620,23509940,61736492,85246432,79432,11535,90967
2016-11-07,941,81,860,828450,154154,982604,644,8,652
2016-05-30,990,69,921,686610,162101,848711,647,2,649
2017-05-16,1577,752,825,1394051,2301652,3695703,642,64,706
2016-09-13,713,35,678,450500,104725,555225,518,9,527
2015-04-03,100,24,76,621300,121800,743100,3,0,3
2017-09-19,2575,1278,1297,3633254,6461644,10094898,887,209,1096
2021-06-10,105945,47844,58101,56385355,61998550,118383905,26727,11731,38458
2024-10-04,253179,75759,177420,295586770,125253109,420839879,92406,10129,102535
2015-02-26,130,44,86,860450,189700,1050150,1,2,3
2021-11-24,128904,62579,66325,93543171,85806312,179349483,26736,9079,35815
2016-01-19,1396,197,1199,1497600,197150,1694750,885,70,955
2015-08-07,105,35,70,494570,271020,765590,6,1,7
2021-04-24,109850,45706,64144,57345219,44044737,101389956,23402,6568,29970
2021-10-13,112817,57579,55238,71137364,71137293,142274657,28786,9870,38656
2022-01-30,109250,51163,58087,70131276,61601202,131732478,30096,9022,39118
2024-07-09,230801,71268,159533,247292863,115817086,363109949,82356,9435,91791
2024-05-07,193230,63783,129447,189632503,99905349,289537852,59616,8399,68015
2024-12-30,246120,76591,169529,304716260,102202312,406918572,94618,8226,102844
2019-03-21,10194,6868,3326,1519215,7902322,9421537,609,1058,1667
2018-07-02,11857,8447,3410,15721599,17427521,33149120,1250,323,1573
2019-07-26,79580,60138,19442,21140201,44795204,65935405,11176,6916,18092
2024-10-17,251494,75815,175679,304368411,128244097,432612508,92812,9607,102419
2016-11-23,671,129,542,816200,295150,1111350,342,32,374
2024-02-19,202578,69568,133010,193880685,99758781,293639466,64138,9645,73783
2016-02-08,1312,139,1173,1037175,159503,1196678,876,60,936
2018-12-13,25528,21959,3569,5993995,31888002,37881997,1570,860,2430
2021-07-07,137263,69063,68200,75275160,78209366,153484526,33412,15009,48421
2018-12-26,28208,22410,5798,8208040,30594001,38802041,3966,1570,5536
2024-01-23,186519,66676,119843,169223338,157174755,326398093,53528,8779,62307
2018-04-22,2778,2021,757,1830350,7138748,8969098,586,114,700
2025-04-13,264323,71254,193069,333986209,84532943,418519152,112655,6519,119174
2017-05-31,2348,1539,809,2037868,3734875,5772743,671,142,813
2021-07-26,142439,68358,74081,69830776,67775301,137606077,29670,13503,43173
2025-10-18,255922,47679,208243,413903513,67763165,481666678,88576,2925,91501
2024-06-03,214961,71295,143666,222568709,102553780,325122489,73703,9431,83134
2016-04-22,1608,172,1436,963200,241900,1205100,1129,89,1218
2018-11-24,19457,15616,3841,3418783,22189718,25608501,1605,765,2370
2018-10-25,18367,14535,3832,6841618,20609454,27451072,2081,694,2775
2016-05-26,1430,94,1336,794220,353450,1147670,1015,23,1038
2019-11-29,96888,46997,49891,18987241,60720409,79707650,42902,14194,57096
2017-03-07,1090,244,846,1225900,535420,1761320,545,33,578
2019-04-13,22959,17691,5268,4207425,20424588,24632013,2491,2384,4875
2019-06-27,84609,64677,19932,15872270,53708728,69580998,8631,7700,16331
2016-09-06,1056,92,964,1264200,253275,1517475,711,21,732
2018-08-10,13924,11299,2625,5309243,22107027,27416270,1204,460,1664
2020-07-03,113885,48038,65847,72391609,56110913,128502522,21771,7542,29313
2025-11-11,315623,54948,260675,518563320,102192451,620755771,99547,2398,101945
2016-03-20,945,96,849,676138,158634,834772,677,33,710
2022-12-12,149585,69344,80241,148197197,108992219,257189416,43035,11628,54663
2019-09-19,72533,36050,36483,16435711,56017567,72453278,29272,8658,37930
2021-07-01,139752,66447,73305,71096417,75225530,146321947,31117,14144,45261
2016-01-05,840,130,710,1211370,478560,1689930,482,13,495
2025-06-17,255101,61078,194023,364688242,104165829,468854071,106776,4837,111613
2015-04-13,97,24,73,746950,100050,847000,1,3,4
2024-08-02,222431,71006,151425,216186510,113140407,329326917,68712,7147,75859
2016-04-07,2130,223,1907,1441296,290820,1732116,1552,39,1591
2020-10-08,125874,62526,63348,71321935,75197983,146519918,20174,8842,29016
2020-01-08,92969,37998,54971,15826648,47923682,63750330,44358,8844,53202
2021-12-16,134670,62521,72149,103490949,82553625,186044574,21016,7211,28227
2015-06-22,117,25,92,634400,122400,756800,0,1,1
2025-04-21,278153,71809,206344,397158065,117531640,514689705,114102,6588,120690
2025-02-16,266530,75877,190653,306393614,97528381,403921995,104141,6889,111030
2015-03-15,129,43,86,404150,169449,573599,1,1,2
2015-11-07,1181,127,1054,762175,82781,844956,973,28,1001
2022-02-24,133089,68638,64451,86862118,89540960,176403078,30272,9272,39544
2022-09-16,143542,75135,68407,107287121,101705956,208993077,37982,10448,48430
2016-10-12,843,40,803,806800,69650,876450,692,1,693
2025-12-24,287532,43004,244528,518555791,86367971,604923762,41259,1064,42323
2020-03-30,49416,20305,29111,36580495,20796095,57376590,9235,4819,14054
2019-05-27,38597,28058,10539,17389968,45597345,62987313,4394,2579,6973
2016-09-27,1088,83,1005,1054754,334701,1389455,760,15,775
2018-06-27,19070,13788,5282,41384448,21214766,62599214,2673,753,3426
2020-07-07,120381,50434,69947,73324671,59069732,132394403,20747,6653,27400
2022-12-02,140239,71122,69117,117191951,112313077,229505028,40157,10051,50208
2020-05-20,99574,44034,55540,64586350,38225573,102811923,15656,8846,24502
2017-12-07,2084,1204,880,1341050,6385342,7726392,781,123,904
2024-05-13,202256,68227,134029,209284181,98771430,308055611,67498,9410,76908
2016-11-27,391,58,333,394750,335700,730450,212,14,226
2025-04-25,279286,74081,205205,426374527,115476056,541850583,106954,6386,113340
2020-03-25,53059,24636,28423,40767894,26295786,67063680,13161,6590,19751
2022-06-18,119565,61264,58301,87327294,76367546,163694840,39801,11103,50904
2023-10-26,190434,73329,117105,192038431,110953713,302992144,58571,10803,69374
2016-12-23,867,197,670,1114510,376001,1490511,473,71,544
2017-09-23,2042,1185,857,2087425,3941666,6029091,683,174,857
2024-01-31,188216,67498,120718,184291064,94871160,279162224,52882,8432,61314
2025-04-11,254175,65006,189169,371493475,100259809,471753284,114851,6372,121223
2020-12-10,109781,55258,54523,70460410,73544546,144004956,25427,8563,33990
2022-01-10,127390,63887,63503,75230430,76853971,152084401,26979,8414,35393
2023-01-07,159591,77068,82523,144265921,112114401,256380322,49716,12750,62466
2024-09-18,211485,67500,143985,225958087,110901567,336859654,71893,7900,79793
2019-10-08,40428,27150,13278,5804695,30846084,36650779,7062,6807,13869
2023-01-03,154630,75514,79116,131489717,115380318,246870035,50683,12120,62803
2020-10-26,112405,55542,56863,65501969,50298001,115799970,28403,7255,35658
2021-08-07,129728,66414,63314,63596434,80995752,144592186,27222,13398,40620
2022-07-05,113705,62094,51611,84120343,93057524,177177867,31999,9636,41635
2020-11-23,138247,68789,69458,80002132,69534719,149536851,39496,12384,51880
2024-09-11,216973,67762,149211,251481883,112774640,364256523,89601,8903,98504
2016-03-14,1265,151,1114,1065848,332850,1398698,807,30,837
2018-02-10,1737,1120,617,1680650,9596458,11277108,485,134,619
2023-09-05,194783,78125,116658,175966977,131185493,307152470,59752,11338,71090
2016-07-12,1435,94,1341,1051550,450191,1501741,1068,17,1085
2022-09-24,142031,73001,69030,86937441,84890922,171828363,34500,9241,43741
2021-07-14,134291,66834,67457,59424683,77018754,136443437,25726,11255,36981
2021-01-29,105376,58445,46931,58644599,69710437,128355036,23047,9357,32404
2019-10-07,43069,28854,14215,7272763,40043555,47316318,8303,8566,16869
2023-08-20,165239,66352,98887,133720046,78117890,211837936,51090,10035,61125
2024-04-09,212631,70629,142002,226224534,97207703,323432237,74443,10995,85438
2021-12-12,116094,51084,65010,78118495,56049971,134168466,16585,6449,23034
2019-04-10,29496,22420,7076,5844116,31860102,37704218,3193,2839,6032
2022-06-08,141475,75420,66055,109606616,108414635,218021251,46499,12708,59207
2020-11-14,66273,24456,41817,49412246,24333772,73746018,10069,4100,14169
2016-01-12,748,128,620,970790,254288,1225078,396,31,427
2018-08-30,17272,14352,2920,5061945,34353702,39415647,1618,547,2165
2021-05-26,74320,33963,40357,47484041,47442609,94926650,22846,8348,31194
2020-01-15,108952,34116,74836,14245209,48191812,62437021,67734,11445,79179
2019-12-31,80884,30996,49888,11576705,38143259,49719964,44142,7939,52081
2023-05-27,187116,79737,107379,179788279,118305880,298094159,66629,14729,81358
2018-11-05,19592,15276,4316,4109125,20487051,24596176,2239,717,2956
2016-09-23,1055,117,938,852400,531250,1383650,659,6,665
2023-03-06,180499,82536,97963,164379035,123600944,287979979,62092,15025,77117
2021-08-27,123195,59020,64175,66754081,72654607,139408688,31390,10433,41823
2018-05-21,9066,7106,1960,2833821,13061703,15895524,1050,232,1282
2015-01-18,84,22,62,450350,52300,502650,1,1,2
2018-05-08,12419,9126,3293,5208199,15913494,21121693,1886,620,2506
2020-03-02,150994,63076,87918,25031352,76047949,101079301,67745,11808,79553
2019-12-23,103875,41495,62380,14899985,50776661,65676646,51707,10029,61736
2025-02-24,283910,78384,205526,392091734,117790803,509882537,117093,8141,125234
2017-12-23,1521,1041,480,1977650,9089165,11066815,312,101,413
2023-10-12,203554,80350,123204,192275524,129306076,321581600,55339,10971,66310
2025-12-30,287402,41415,245987,498750894,71748621,570499515,37855,1032,38887
2025-07-14,258669,59373,199296,382291068,94228668,476519736,109241,4941,114182
2015-05-19,116,27,89,715000,92700,807700,3,0,3
2022-08-13,119142,62684,56458,79511390,76006424,155517814,31482,8698,40180
2016-06-01,1268,101,1167,1253700,243800,1497500,894,14,908
2020-10-22,114959,57625,57334,64265241,58293033,122558274,26675,9267,35942
2017-07-06,1719,926,793,1943800,5191885,7135685,581,112,693
2016-04-04,1302,156,1146,1380648,276021,1656669,795,57,852
2021-12-31,117617,56454,61163,83493116,62750672,146243788,20270,7933,28203
2023-03-03,184765,89029,95736,182623305,176382236,359005541,59545,14321,73866
2021-12-28,115574,55750,59824,77378446,69152582,146531028,18349,6391,24740
2017-12-09,1373,726,647,1468400,7260380,8728780,545,115,660
2018-07-12,11278,7898,3380,10968974,20216263,31185237,1251,335,1586
2022-10-16,138088,69303,68785,83001100,81995659,164996759,34623,8847,43470
2022-06-09,139607,73369,66238,107237694,109221550,216459244,45992,12481,58473
2025-03-02,232304,75116,157188,264332284,128046450,392378734,84801,5416,90217
2015-02-13,160,46,114,927550,145035,1072585,2,2,4
2015-12-19,1052,126,926,770040,227550,997590,803,27,830
2016-08-22,1499,109,1390,1222050,383850,1605900,1170,9,1179
2023-07-10,197351,80490,116861,177777010,107630902,285407912,57302,10884,68186
2022-03-13,127896,64809,63087,84251612,91237529,175489141,32357,9351,41708
2023-07-24,200582,77775,122807,197651563,108361613,306013176,70908,14052,84960
2019-08-16,106479,72357,34122,24050958,42021550,66072508,11528,6931,18459
2020-07-29,115284,53881,61403,67696019,53950346,121646365,32746,7686,40432
2024-02-03,204579,75307,129272,187082105,114573536,301655641,57699,9661,67360
2019-07-13,98442,74191,24251,19647964,44488873,64136837,11526,8363,19889
2022-12-28,140503,70591,69912,122770102,104698525,227468627,42511,11421,53932
2018-10-03,28358,21032,7326,10761333,24661887,35423220,5469,1462,6931
2018-09-27,18812,14540,4272,4431874,25433808,29865682,2789,811,3600
2015-09-07,78,28,50,502196,115400,617596,4,1,5
2024-01-22,160398,52694,107704,142800750,74164205,216964955,44050,7142,51192
2024-12-17,261572,78226,183346,385143219,133599517,518742736,107673,8749,116422
2018-12-10,20606,16789,3817,4047053,22220111,26267164,1629,768,2397
2018-08-26,6847,5892,955,1012520,7953507,8966027,383,139,522
2024-03-31,206483,69515,136968,193639700,84504835,278144535,65377,9798,75175
2021-11-16,127546,61347,66199,89969698,87136029,177105727,35957,11463,47420
2023-09-15,199603,77100,122503,199229778,124888223,324118001,70200,12779,82979
2018-05-01,6198,4941,1257,2929350,10469499,13398849,722,245,967
2025-04-30,260400,65900,194500,372581738,94345944,466927682,97542,5183,102725
2020-09-10,126883,61367,65516,77233807,70878451,148112258,34326,10781,45107
2023-04-22,146703,59073,87630,142474987,75043090,217518077,51857,10848,62705
2025-07-02,283059,68007,215052,399286144,122005207,521291351,123188,5306,128494
2023-08-10,203793,82479,121314,190714376,132012503,322726879,66923,13373,80296
2016-05-22,1482,39,1443,546950,85875,632825,1306,3,1309
2019-08-24,94065,68052,26013,14290504,40462120,54752624,8435,5846,14281
2020-09-25,112252,54896,57356,64914210,60979302,125893512,23278,9285,32563
2023-08-15,135055,51465,83590,105380669,55014844,160395513,40723,7578,48301
2018-12-24,21430,17836,3594,5031728,28563816,33595544,1619,982,2601
2020-01-11,97526,39559,57967,13259800,41448084,54707884,50571,10835,61406
2016-07-02,989,71,918,979100,158200,1137300,682,8,690
2023-08-12,201564,82088,119476,186483980,114908457,301392437,64395,14095,78490
2023-07-19,224761,87206,137555,220326602,127977050,348303652,77136,14618,91754
2015-01-20,137,33,104,584350,158600,742950,7,0,7
2018-04-18,13605,10080,3525,8340490,16379651,24720141,3127,1018,4145
2021-10-16,106404,52218,54186,62856230,53269042,116125272,25729,9354,35083
2021-11-19,118476,56253,62223,89405388,77190141,166595529,33427,9987,43414
2021-04-28,104966,44069,60897,58120040,43895399,102015439,24388,7173,31561
2023-11-14,201379,65144,136235,223219817,80631166,303850983,75890,11680,87570
2016-02-23,1300,142,1158,1249550,227475,1477025,868,49,917
2020-05-16,89045,39416,49629,59879960,35397833,95277793,14484,7659,22143
2019-06-07,55885,38088,17797,13386183,32343039,45729222,7922,3943,11865
2022-11-03,155167,74451,80716,150434732,125584254,276018986,53179,11870,65049
2016-04-09,1756,222,1534,928450,182460,1110910,1248,101,1349
2023-07-31,210622,80740,129882,186616519,95852766,282469285,71394,13820,85214
2023-11-16,213060,72555,140505,238813349,103384340,342197689,80781,12741,93522
2024-06-01,207246,72508,134738,213445476,106293867,319739343,69250,9114,78364
2026-01-04,284379,41367,243012,454295176,59016389,513311565,37820,997,38817
2017-06-20,1149,439,710,1399300,1791850,3191150,506,60,566
2024-04-10,222867,70485,152382,231221264,103757278,334978542,73990,10163,84153
2025-08-05,278037,64421,213616,442520330,116397832,558918162,122414,4521,126935
2016-05-21,1153,58,1095,731550,223300,954850,872,1,873
2022-05-02,134686,67152,67534,83748292,90836511,174584803,36836,10926,47762
2024-11-14,272520,79972,192548,360761579,141333472,502095051,113459,9555,123014
2016-01-07,1113,156,957,830050,402470,1232520,669,11,680
2015-03-04,127,26,101,805500,125550,931050,4,0,4
2021-01-17,96828,51616,45212,49927577,55146833,105074410,20549,8085,28634
2015-01-29,101,29,72,442198,233690,675888,1,0,1
2020-08-25,137954,65721,72233,77571619,68021100,145592719,35154,12140,47294
2020-01-29,132953,54157,78796,18877250,52780433,71657683,59405,10629,70034
2025-02-19,291743,84292,207451,385151438,136496744,521648182,117270,7920,125190
2023-05-31,174482,71701,102781,176732919,156402926,333135845,65646,13096,78742
2019-09-22,60383,31730,28653,8002056,37970095,45972151,21233,7278,28511
2022-04-03,109656,56101,53555,62091990,76006610,138098600,25129,7849,32978
2024-10-03,243884,72085,171799,285517172,115998676,401515848,85718,9339,95057
2023-01-28,157262,73902,83360,133841597,103884967,237726564,48741,12690,61431
2015-11-30,915,100,815,677550,122520,800070,713,50,763
2017-07-02,452,229,223,847146,1565460,2412606,138,30,168
2023-07-15,191755,81748,110007,162454162,106601283,269055445,52455,10605,63060
2017-09-14,1209,382,827,1188390,2531275,3719665,646,71,717
2022-02-18,88107,51763,36344,63364955,86621401,149986356,26538,8342,34880
2025-07-22,244188,57087,187101,346074053,94067571,440141624,104469,4230,108699
2022-10-21,144541,70177,74364,111108850,97725826,208834676,41036,9963,50999
2021-03-29,93696,38794,54902,52147905,27351025,79498930,18299,5366,23665
2023-05-09,170073,75588,94485,165416978,118496279,283913257,58782,12098,70880
2025-11-24,295356,44868,250488,491468844,72773323,564242167,49541,1910,51451
2021-02-26,109067,59356,49711,60529276,70592523,131121799,25862,10037,35899
2019-01-08,23475,20665,2810,6894624,36572291,43466915,1936,2100,4036
2019-07-09,99541,73737,25804,19450480,48145472,67595952,11508,7376,18884
2025-10-06,256980,52012,204968,412355619,97047782,509403401,98801,3027,101828
2021-03-18,125787,67800,57987,74524173,97392713,171916886,22814,9481,32295
2020-07-28,124510,57435,67075,75608793,58201487,133810280,19076,8107,27183
2021-11-21,122060,55419,66641,88950649,65396018,154346667,34761,10846,45607
2022-05-13,127802,66178,61624,88996684,99740340,188737024,37831,10579,48410
2015-03-03,144,27,117,908550,171500,1080050,6,1,7
2015-04-07,119,22,97,586650,109790,696440,7,0,7
2024-01-27,195882,72046,123836,183590598,99218456,282809054,58121,9994,68115
2021-07-03,142143,68630,73513,61733999,71906955,133640954,27752,14060,41812
2024-11-13,285907,84111,201796,379236438,143964994,523201432,111016,9891,120907
2024-12-25,252525,75177,177348,323868945,100801299,424670244,100476,8116,108592
2025-03-27,290466,80961,209505,433474704,143786805,577261509,115562,7335,122897
2023-11-19,167698,56718,110980,169880296,75551131,245431427,63006,10266,73272
2024-06-14,237095,76282,160813,248744647,125186983,373931630,83400,9685,93085
2018-07-03,12508,9269,3239,13175929,18137874,31313803,1232,358,1590
