date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2016-09-12,730,47,683,513400,87650,601050,526,13,539
2019-01-27,13297,11299,1998,2312994,15407267,17720261,939,1107,2046
2015-03-17,112,24,88,588900,172548,761448,2,1,3
2023-01-04,163993,79275,84718,148442477,132742662,281185139,51129,12617,63746
2017-08-05,1934,930,1004,1704618,5856623,7561241,745,153,898
2022-02-22,109650,59372,50278,79963179,90280410,170243589,28634,8663,37297
2021-11-01,110529,53784,56745,69899831,67994426,137894257,30212,10437,40649
2018-08-13,11768,10020,1748,2560274,17497107,20057381,858,434,1292
2018-03-21,11305,8640,2665,7693551,15371061,23064612,2338,695,3033
2016-01-27,1162,158,1004,1353575,225500,1579075,709,44,753
2021-03-06,120326,68512,51814,65637331,106492991,172130322,26426,10659,37085
2021-10-20,114528,57702,56826,71356667,69276132,140632799,27187,9253,36440
2020-09-29,127425,64245,63180,69314693,67125728,136440421,30150,11235,41385
2019-12-06,106815,43008,63807,18811635,58867587,77679222,55606,10994,66600
2019-08-06,88968,64045,24923,21516600,49622893,71139493,10365,5707,16072
2015-08-24,69,16,53,215650,77950,293600,4,1,5
2025-09-06,227726,45381,182345,376409938,71792595,448202533,83305,4009,87314
2026-02-02,262525,38884,223641,440925959,79833695,520759654,20824,257,21081
2016-08-18,671,35,636,527350,43850,571200,476,1,477
2017-10-26,2481,1489,992,2568225,6725164,9293389,780,168,948
2017-12-17,944,474,470,1074800,2962500,4037300,371,54,425
2023-01-11,163319,78226,85093,162147799,119649128,281796927,53290,13161,66451
2021-06-04,94741,42170,52571,54892447,63150513,118042960,27131,10252,37383
2016-11-13,554,101,453,280950,471450,752400,317,18,335
2021-05-05,112851,45099,67752,63322293,48354101,111676394,25836,7909,33745
2019-04-23,29467,22779,6688,5471090,25751550,31222640,3295,3099,6394
2019-06-08,48778,35546,13232,8899978,29145353,38045331,5459,3225,8684
2015-03-18,161,42,119,994400,281950,1276350,3,1,4
2020-05-19,97947,41591,56356,64329369,37860968,102190337,16227,6389,22616
2018-03-12,3289,2601,688,2743860,11564836,14308696,480,145,625
2015-10-16,1512,70,1442,1040610,334095,1374705,1342,7,1349
2017-08-12,1966,935,1031,2276313,5483249,7759562,781,152,933
2018-09-26,29367,21211,8156,10821825,28541622,39363447,6175,1609,7784
2018-07-10,12344,8806,3538,14285091,26694829,40979920,1083,458,1541
2023-11-09,232686,79276,153410,276085652,129852753,405938405,91463,14835,106298
2021-06-01,90279,40181,50098,53000676,55396625,108397301,26462,9642,36104
2016-07-28,1135,76,1059,903700,305400,1209100,762,16,778
2023-12-27,207273,74450,132823,215091525,114819343,329910868,63018,11242,74260
2018-05-15,10286,8338,1948,3166950,20229737,23396687,1196,292,1488
2023-12-13,205093,75837,129256,210335918,124249550,334585468,64541,11127,75668
2015-01-11,116,18,98,809900,109200,919100,3,0,3
2020-06-21,107835,45787,62048,63704710,42279954,105984664,17209,7915,25124
2025-03-26,298447,83526,214921,430696306,151388493,582084799,118597,7459,126056
2017-02-24,709,221,488,655800,341350,997150,320,74,394
2018-02-04,721,445,276,1048250,5580523,6628773,207,66,273
2020-01-02,95174,39497,55677,15241332,40006391,55247723,48978,10464,59442
2020-03-12,175687,61915,113772,27255979,61092378,88348357,91397,11704,103101
2025-06-21,283856,68071,215785,396839897,99844926,496684823,120436,6027,126463
2020-10-17,118427,58869,59558,65586968,65378302,130965270,28375,9555,37930
2020-12-05,106705,56543,50162,65980418,74956336,140936754,25075,8418,33493
2024-06-24,231327,71823,159504,234213594,106532082,340745676,85439,10181,95620
2025-08-03,241263,58219,183044,333722553,75981769,409704322,99352,4134,103486
2016-04-01,1602,168,1434,970150,187150,1157300,1135,83,1218
2016-12-26,830,177,653,1126850,402250,1529100,441,42,483
2017-05-08,1799,665,1134,1422150,2197860,3620010,929,88,1017
2020-11-13,106601,48618,57983,71763194,52469413,124232607,20974,9378,30352
2023-10-27,193713,74038,119675,201719818,169348964,371068782,62645,11618,74263
2019-09-30,46016,31505,14511,8597585,42585196,51182781,9031,8445,17476
2025-12-27,274970,41576,233394,452577586,65026112,517603698,36401,1073,37474
2024-01-04,218980,76736,142244,218797197,118873830,337671027,70560,12056,82616
2024-06-05,229610,76414,153196,240703501,120213063,360916564,76815,9833,86648
2025-06-13,266312,67002,199310,392195331,120515069,512710400,103817,5267,109084
2023-01-21,158979,78418,80561,139312276,113787027,253099303,49843,12849,62692
2018-12-25,19268,15342,3926,5290353,28085234,33375587,1358,774,2132
2019-06-03,45692,31554,14138,17285357,32902086,50187443,4312,3247,7559
2019-05-28,39009,28537,10472,11511677,31614886,43126563,4072,3132,7204
2023-12-30,219760,77459,142301,230731505,101986516,332718021,62153,12059,74212
2019-05-06,29413,23076,6337,6461932,28031252,34493184,4086,3026,7112
2020-06-15,125271,54085,71186,77918290,48298364,126216654,16009,8007,24016
2025-03-08,258626,77089,181537,345622566,147974092,493596658,103401,7050,110451
2025-02-25,278490,77617,200873,399528156,125690284,525218440,118733,8019,126752
2019-03-26,32488,26638,5850,7624245,40568327,48192572,2578,3120,5698
2015-07-12,95,42,53,752800,347500,1100300,0,0,0
2024-02-25,184801,61725,123076,169592299,79470373,249062672,60274,9207,69481
2015-03-30,102,21,81,508630,60720,569350,2,2,4
2018-02-27,2188,1252,936,3205238,11806603,15011841,633,180,813
2019-10-13,42632,29395,13237,6529475,38497993,45027468,7346,7063,14409
2024-05-25,195900,66882,129018,171174939,88556185,259731124,58014,7852,65866
2022-09-03,135580,73653,61927,103466655,109365233,212831888,39663,10844,50507
2025-08-23,263401,59489,203912,384045990,95199063,479245053,102376,4597,106973
2025-05-11,252308,65015,187293,329217944,80417092,409635036,103620,5502,109122
2022-01-06,130644,65213,65431,81642945,85949208,167592153,18918,7399,26317
2021-11-27,135568,60716,74852,99177048,148966236,248143284,26504,8834,35338
2018-01-23,1637,1050,587,2635325,11095948,13731273,428,168,596
2017-09-01,1275,629,646,1721640,3752165,5473805,447,98,545
2019-09-15,66391,32999,33392,8979374,38389594,47368968,26083,7982,34065
2018-11-06,15627,11983,3644,4059175,11991736,16050911,1799,576,2375
2016-04-29,1236,170,1066,1153040,612132,1765172,673,29,702
2019-10-30,47874,25488,22386,8653955,40298689,48952644,18294,8286,26580
2025-10-16,285165,54692,230473,480226700,105152956,585379656,106497,3326,109823
2024-12-16,258914,78210,180704,338941472,117704016,456645488,105196,9063,114259
2025-08-10,241337,54155,187182,322029931,63261185,385291116,91918,4051,95969
2019-10-14,53087,36355,16732,9992006,49272772,59264778,9395,8219,17614
2023-06-15,225412,94244,131168,208877005,134284572,343161577,74310,15264,89574
2022-04-11,134624,65922,68702,91606108,88775301,180381409,37604,11185,48789
2017-09-09,1604,677,927,973050,3929691,4902741,746,92,838
2025-02-22,281965,84607,197358,361787301,122915052,484702353,96906,7952,104858
2019-12-05,102041,42157,59884,14745864,58516011,73261875,52083,11086,63169
2022-12-29,141259,67351,73908,128049882,94938791,222988673,42282,11047,53329
2020-03-04,149204,63453,85751,27897812,92455789,120353601,67663,12539,80202
2025-10-03,242990,49463,193527,377483379,82329959,459813338,98472,3095,101567
2025-09-22,271587,61438,210149,415282713,85004790,500287503,103167,3668,106835
2019-10-06,45479,30830,14649,6946089,37107283,44053372,7401,7724,15125
2020-07-14,125997,54835,71162,69128582,54500501,123629083,40468,7685,48153
2021-08-13,125877,62874,63003,63089759,71545535,134635294,26442,11840,38282
2015-05-23,81,22,59,385500,61025,446525,0,1,1
2023-04-09,155174,67114,88060,143053922,82866094,225920016,53098,12152,65250
2022-08-03,135785,70966,64819,110127160,117364489,227491649,41321,11361,52682
2015-06-09,93,21,72,591500,111600,703100,0,0,0
2024-07-01,228507,71759,156748,209386805,98788095,308174900,81707,9245,90952
2022-06-02,139532,75803,63729,108380250,117003332,225383582,42664,11332,53996
2024-09-03,242696,74988,167708,277009596,122763045,399772641,94013,9477,103490
2022-10-17,151872,76696,75176,115093627,104783740,219877367,40193,9936,50129
2020-11-26,98698,45602,53096,71345211,63251908,134597119,32716,9426,42142
2015-12-06,446,60,386,300860,110100,410960,342,22,364
2019-01-23,29071,22868,6203,13082831,35954818,49037649,4606,1993,6599
2020-10-25,100295,45816,54479,61743236,39113339,100856575,26465,8652,35117
2023-03-21,189498,84507,104991,187284084,143195832,330479916,61587,13742,75329
2025-04-26,282732,75839,206893,399925434,106773580,506699014,94553,6555,101108
2022-11-30,171326,76589,94737,153128145,101543126,254671271,58892,14349,73241
2016-05-28,1411,46,1365,851890,94900,946790,977,11,988
2025-05-29,254785,62587,192198,388303860,99680566,487984426,105194,5459,110653
2015-03-06,10,7,3,20400,34000,54400,0,0,0
2019-01-25,24342,20427,3915,7771270,33182706,40953976,1763,1462,3225
2017-06-26,739,371,368,898151,2088410,2986561,247,42,289
2017-01-13,930,217,713,845350,390740,1236090,554,58,612
2023-10-10,205571,81952,123619,206427248,134217902,340645150,57080,11177,68257
2017-08-21,1789,808,981,1815600,4164990,5980590,752,95,847
2022-10-18,154785,79075,75710,114928031,109521486,224449517,39601,10126,49727
2021-01-08,115614,64062,51552,61312534,80516104,141828638,23123,10299,33422
2023-04-02,174539,74824,99715,170030157,98238034,268268191,57043,13264,70307
2019-05-25,39552,29805,9747,9257737,35734486,44992223,3506,3190,6696
2024-05-20,186945,64676,122269,181224970,89555534,270780504,56150,8080,64230
2023-09-02,187008,78579,108429,160788573,109522218,270310791,53281,10875,64156
2022-11-17,138523,66692,71831,132626043,115840041,248466084,46599,11074,57673
2020-12-22,117894,62092,55802,79846768,85555130,165401898,25655,9000,34655
2024-04-18,180317,57959,122358,191813776,85149338,276963114,75308,10088,85396
2022-10-27,121374,58109,63265,106016744,69484194,175500938,39704,9703,49407
2023-12-25,211226,70657,140569,214815248,92540927,307356175,64173,11639,75812
2016-05-14,1494,128,1366,804835,259535,1064370,965,21,986
2021-01-26,74433,39323,35110,32772776,35676412,68449188,15305,4367,19672
2018-04-11,12979,9544,3435,9199343,10541169,19740512,3042,968,4010
2016-04-26,1611,184,1427,1011700,318500,1330200,1093,64,1157
2023-03-28,186151,80133,106018,186454014,137047257,323501271,61931,13870,75801
2016-02-18,1622,241,1381,794053,421775,1215828,976,57,1033
2019-07-06,92219,69818,22401,16934842,43923886,60858728,9773,6063,15836
2025-08-25,263953,56436,207517,410493864,93477212,503971076,100554,4079,104633
2016-08-07,937,73,864,790300,205550,995850,669,7,676
2017-03-09,1075,313,762,1249550,651238,1900788,421,67,488
2023-07-30,189896,73544,116352,162136730,81211265,243347995,62048,11827,73875
2017-01-19,914,223,691,1021100,420900,1442000,512,57,569
2021-02-08,109963,60349,49614,65445466,79053131,144498597,26350,9938,36288
2019-01-11,26249,22245,4004,13009662,141368088,154377750,2003,1956,3959
2024-01-03,212515,73635,138880,212006622,104679934,316686556,66499,11570,78069
2021-06-26,133524,60850,72674,64580430,70163572,134744002,29706,12306,42012
2022-03-27,122369,60822,61547,76817949,83516157,160334106,28876,8283,37159
2019-12-09,92374,40372,52002,15609184,51326034,66935218,44453,10172,54625
2016-04-24,907,92,815,612650,204475,817125,659,43,702
2018-11-20,21052,16649,4403,6294175,34134918,40429093,2021,983,3004
2015-12-30,832,124,708,548200,186675,734875,627,63,690
2021-01-14,87857,45575,42282,58779010,68875042,127654052,23244,9036,32280
2025-05-05,277734,71846,205888,398862854,121150639,520013493,109026,5755,114781
2020-02-01,139364,53520,85844,15531301,57596369,73127670,69992,9836,79828
2018-07-08,5956,4487,1469,4464511,9291926,13756437,516,145,661
2018-09-30,11246,9174,2072,2148120,19998317,22146437,1511,300,1811
2021-04-16,135308,61155,74153,70413517,67868634,138282151,21397,8498,29895
2019-06-12,55361,37857,17504,12989893,39698506,52688399,7617,3758,11375
2022-03-06,124241,65579,58662,70335234,94482235,164817469,29307,8490,37797
2022-03-20,87064,41789,45275,47770772,46543467,94314239,21370,6565,27935
2021-01-06,108392,60140,48252,64550447,83660141,148210588,23966,7951,31917
2020-01-23,87995,50975,37020,19076022,59264328,78340350,19426,8362,27788
2021-06-16,111783,51932,59851,63326306,72618560,135944866,30056,13873,43929
2018-07-20,14283,8960,5323,14492525,20500871,34993396,1053,396,1449
2015-08-01,92,26,66,756250,130700,886950,5,1,6
2016-12-27,1093,250,843,1001565,942195,1943760,668,26,694
2022-01-09,80839,39601,41238,49475864,53946232,103422096,15065,4153,19218
2022-08-08,132296,67550,64746,95251528,89234758,184486286,35271,10082,45353
2015-04-17,83,28,55,311000,93500,404500,4,2,6
2017-11-18,1917,1075,842,1875650,4803395,6679045,650,123,773
2021-08-12,136802,68484,68318,92759964,80688423,173448387,29708,13677,43385
2023-06-24,233889,96010,137879,224719156,119213306,343932462,76453,15678,92131
2015-04-27,85,24,61,470250,153250,623500,4,1,5
2021-02-16,112327,61095,51232,58166840,76953900,135120740,24955,9260,34215
2020-08-17,124756,60461,64295,75365990,58892329,134258319,34417,12505,46922
2023-07-20,227717,88920,138797,215131666,137588319,352719985,74596,14268,88864
2015-11-11,268,29,239,101825,35950,137775,196,10,206
2021-02-23,117910,64320,53590,71600410,93520341,165120751,27790,10271,38061
2022-07-27,130571,64938,65633,115547485,97891087,213438572,41580,10884,52464
2021-05-18,91361,36616,54745,53245760,45595625,98841385,23132,8226,31358
2017-05-02,1402,541,861,1200800,2157428,3358228,504,73,577
2020-06-10,122484,53173,69311,80482155,55950277,136432432,16027,7992,24019
2023-11-05,215521,76278,139243,223384919,102465323,325850242,76271,12621,88892
2024-08-14,228895,68903,159992,255235004,113526296,368761300,89713,9559,99272
2021-08-26,123674,60363,63311,71879905,75537979,147417884,31237,10691,41928
2018-10-06,18840,13632,5208,15202101,22486955,37689056,2228,695,2923
2016-11-29,825,186,639,812950,397100,1210050,486,36,522
2021-05-16,77260,29246,48014,49769140,39849519,89618659,21870,7686,29556
2026-01-24,279695,36884,242811,469336161,61041492,530377653,24528,509,25037
2020-10-10,123156,61741,61415,64291343,66155734,130447077,30263,10711,40974
2015-04-15,108,29,79,838500,197000,1035500,0,1,1
2025-09-28,222361,44939,177422,321983505,59203354,381186859,89426,3212,92638
2017-07-18,2672,1419,1253,2690800,6857802,9548602,950,170,1120
2017-01-18,779,190,589,1212190,226850,1439040,431,45,476
2025-03-10,268407,74663,193744,379506395,156559343,536065738,115123,7011,122134
2019-02-12,26487,22047,4440,7465067,40094714,47559781,2403,2374,4777
2023-06-04,158430,64382,94048,149164022,89336369,238500391,60355,13093,73448
2024-12-09,258293,76788,181505,328117681,126674543,454792224,101842,8398,110240
2019-01-13,16050,13893,2157,3077542,18264535,21342077,1505,1372,2877
2025-05-01,272221,73064,199157,367108978,114309533,481418511,104014,5470,109484
2023-08-07,200061,81964,118097,177999774,114572752,292572526,62997,12487,75484
2024-07-23,224452,71718,152734,234068369,113034273,347102642,71658,7901,79559
2019-01-12,22381,19448,2933,4728530,32024880,36753410,2316,1580,3896
2016-04-12,1717,229,1488,1395700,394925,1790625,1115,88,1203
2024-05-04,224717,76227,148490,230000877,102617112,332617989,69096,10896,79992
2022-07-23,127217,64026,63191,85164980,76441677,161606657,39185,10597,49782
2022-04-26,134144,67951,66193,93493255,91616832,185110087,37207,11120,48327
2019-03-29,30978,25447,5531,7227179,35075129,42302308,2528,3605,6133
2020-09-28,128328,64692,63636,67160144,64037321,131197465,20010,9532,29542
2023-08-24,211119,83301,127818,207301200,123192463,330493663,70940,14151,85091
2023-11-18,228302,77333,150969,242274869,111110654,353385523,81582,13873,95455
2021-10-06,120642,60543,60099,68701235,79880975,148582210,28031,9859,37890
2022-01-19,128237,65287,62950,82743995,164706353,247450348,31510,9526,41036
2016-09-16,1007,56,951,921250,179050,1100300,762,3,765
2015-11-12,557,48,509,196900,38750,235650,474,14,488
2024-12-04,266905,80058,186847,405948997,144829080,550778077,112507,9418,121925
2022-09-02,118737,65602,53135,97685587,110954980,208640567,31387,8679,40066
2015-07-14,121,45,76,758770,314850,1073620,2,0,2
2017-10-30,2537,1536,1001,2658650,5809456,8468106,773,199,972
2021-01-13,106066,59100,46966,67694191,81603579,149297770,24951,10673,35624
2018-10-15,17912,13379,4533,5600725,19636815,25237540,2827,820,3647
2019-04-19,27519,21505,6014,5926275,27834100,33760375,3633,3026,6659
2018-10-28,12458,10299,2159,2896090,12543455,15439545,1308,441,1749
2015-04-11,87,36,51,310501,109300,419801,0,1,1
2025-08-07,284075,66693,217382,452732144,123998423,576730567,108391,4527,112918
2025-12-05,265402,46985,218417,453320362,92972736,546293098,37697,1441,39138
2023-10-14,187467,73883,113584,174928363,101822955,276751318,52554,10556,63110
2021-02-17,115784,63667,52117,67381698,80283483,147665181,27038,9910,36948
2018-08-01,23240,16538,6702,14906334,26328390,41234724,4262,860,5122
2023-09-10,147529,61218,86311,106299321,71322559,177621880,37896,7252,45148
2019-07-14,82225,61936,20289,14111438,33586567,47698005,7243,5160,12403
2016-05-11,1437,176,1261,1134100,482880,1616980,844,25,869
2021-08-10,141347,70051,71296,70220265,78150661,148370926,29626,13377,43003
2022-08-12,115902,62874,53028,88135906,75072208,163208114,31764,9024,40788
2021-11-07,110846,49778,61068,69129641,45839226,114968867,32877,10751,43628
2025-07-31,254156,58860,195296,387064629,88701059,475765688,96986,4210,101196
2017-06-19,1070,486,584,929200,1685505,2614705,418,43,461
2017-04-15,1316,425,891,1015160,1134720,2149880,545,76,621
2018-02-11,1026,617,409,873650,4182919,5056569,290,81,371
2025-07-27,232453,50741,181712,297768756,65132560,362901316,88460,4571,93031
2026-01-25,251323,31639,219684,393648442,44993389,438641831,20201,330,20531
2020-09-17,127894,61467,66427,75383107,69743543,145126650,32690,11112,43802
2020-08-03,108549,48274,60275,65872690,40402831,106275521,32415,11015,43430
2017-10-11,3624,1968,1656,3236150,6814511,10050661,1369,258,1627
2021-04-06,77376,40175,37201,68915363,69787316,138702679,30361,12008,42369
2019-10-15,53986,36358,17628,11455990,53411051,64867041,10125,8247,18372
2022-02-11,117237,64613,52624,71593274,82007808,153601082,27756,8552,36308
2024-09-28,230343,73696,156647,243505798,100528629,344034427,80156,9146,89302
2022-05-12,126432,63913,62519,97381779,98413030,195794809,37660,10556,48216
2021-05-21,90662,38375,52287,48976655,49485766,98462421,21600,7845,29445
2017-10-20,392,84,308,129200,60300,189500,252,20,272
2021-09-01,118888,59055,59833,60589527,69478642,130068169,27528,9103,36631
2021-01-21,110628,61530,49098,57598067,75272573,132870640,22222,8610,30832
2019-06-15,53782,38196,15586,12402205,40172526,52574731,6374,3413,9787
2025-12-03,284547,51510,233037,474198091,102505283,576703374,41012,1753,42765
2022-01-07,130310,65487,64823,80211238,89226847,169438085,21022,7556,28578
2023-06-08,208818,92004,116814,188914615,137433429,326348044,67558,14546,82104
2022-11-29,169612,75132,94480,157975671,106360525,264336196,60287,14234,74521
2017-06-12,1780,943,837,1434300,5062826,6497126,628,129,757
2025-08-30,253887,54951,198936,409119276,83529551,492648827,103650,4135,107785
2025-01-22,273270,81167,192103,339926238,122228906,462155144,102728,8009,110737
2020-10-18,99600,46939,52661,55462049,50796232,106258281,24402,6138,30540
2025-06-04,294603,74551,220052,428870372,132687468,561557840,121416,5782,127198
2024-12-13,239229,73445,165784,315413721,125552083,440965804,99164,8701,107865
2025-08-28,249726,53408,196318,398245152,91042472,489287624,108013,3940,111953
2022-10-04,130117,64515,65602,95307698,82340273,177647971,40802,10539,51341
2024-06-08,223370,76521,146849,210169939,109940051,320109990,73197,9535,82732
2018-05-07,9907,7560,2347,4424681,10522474,14947155,1337,511,1848
2019-10-27,21401,7885,13516,2706210,12424670,15130880,12403,2754,15157
2024-03-15,230443,83532,146911,219435725,142256309,361692034,71365,10885,82250
2025-07-10,260961,61752,199209,386124070,112232616,498356686,121716,5124,126840
2017-09-18,2294,1193,1101,2258200,4769057,7027257,844,176,1020
2020-09-18,141600,67859,73741,80962779,67466077,148428856,35920,12439,48359
2024-10-29,215471,65614,149857,275485540,95769024,371254564,79463,7901,87364
2015-08-16,62,18,44,162050,112225,274275,0,0,0
2017-01-31,797,221,576,766900,357350,1124250,349,41,390
2020-07-25,116514,53290,63224,68960396,53484329,122444725,35273,11587,46860
2022-08-30,142681,70868,71813,108883620,90153306,199036926,41106,10932,52038
2025-09-17,258318,56930,201388,393529971,90670981,484200952,105461,3716,109177
2016-06-27,1075,61,1014,861300,123860,985160,723,5,728
2018-10-21,12360,10046,2314,2196451,14412820,16609271,1450,410,1860
2020-10-16,124047,61489,62558,67683972,74860877,142544849,30391,10184,40575
2020-12-11,103282,52230,51052,67155271,70115828,137271099,25186,8374,33560
2016-11-06,449,31,418,475750,91201,566951,323,3,326
2020-01-30,131829,49856,81973,19731924,48487112,68219036,66397,10696,77093
2021-07-20,135870,67320,68550,58505299,66574635,125079934,25676,11763,37439
2024-02-18,189060,65247,123813,165080733,81490377,246571110,55378,8473,63851
2019-10-31,50724,29678,21046,10874020,47757908,58631928,15524,7817,23341
2017-03-15,1134,190,944,596850,395887,992737,619,18,637
2020-07-22,123611,56635,66976,62102243,56490714,118592957,37126,8109,45235
2025-10-08,283406,55704,227702,449346769,110302691,559649460,105397,3391,108788
2015-01-06,104,24,80,597100,149500,746600,2,1,3
2023-04-01,178020,80181,97839,173139036,118451998,291591034,56476,13552,70028
2022-09-07,131837,68099,63738,115846905,113590855,229437760,41270,10304,51574
2017-01-11,809,164,645,1201810,254300,1456110,444,40,484
2018-08-02,14939,11199,3740,9267905,24901180,34169085,1218,433,1651
2015-05-11,96,30,66,349148,94633,443781,3,1,4
2025-12-04,273381,49283,224098,473755728,99451035,573206763,38732,1604,40336
2015-03-05,75,19,56,357000,133500,490500,4,1,5
2018-07-05,12604,9459,3145,12754608,19798622,32553230,1059,270,1329
2017-06-23,1742,1016,726,1780560,4903115,6683675,569,106,675
2015-03-12,120,26,94,672050,190410,862460,1,1,2
2022-06-20,91802,45166,46636,72814152,59462756,132276908,33595,8848,42443
2018-10-10,25110,19201,5909,8648124,27066535,35714659,4228,1532,5760
2015-06-02,98,31,67,561550,160405,721955,6,0,6
2022-08-07,119088,60552,58536,87425263,71551057,158976320,30133,8368,38501
2015-01-03,122,34,88,596900,286950,883850,4,1,5
2025-09-12,278156,61196,216960,453046235,113183511,566229746,100722,3752,104474
2017-06-16,1732,1036,696,1598350,5584870,7183220,501,99,600
2025-12-16,293319,44344,248975,494680576,92525084,587205660,40378,1209,41587
2017-02-26,545,183,362,504600,328295,832895,209,29,238
2024-07-16,228031,67525,160506,247988626,105512415,353501041,87109,9458,96567
2016-10-14,853,101,752,1054610,175300,1229910,570,4,574
2025-01-04,271942,86558,185384,346574579,132509054,479083633,96646,8540,105186
2016-02-13,1189,109,1080,580525,233325,813850,808,30,838
2018-09-22,14452,11147,3305,3147700,25901928,29049628,2159,458,2617
2025-07-07,264894,60115,204779,380635202,101330914,481966116,126814,5109,131923
2015-11-23,898,76,822,430725,65878,496603,766,44,810
2021-10-19,115771,57813,57958,64295692,64807064,129102756,17229,9135,26364
2020-05-03,58063,27014,31049,30365551,19276364,49641915,10438,4904,15342
2022-01-25,125049,63056,61993,82934038,83907252,166841290,32136,8928,41064
2017-07-07,1967,1107,860,2011554,6953154,8964708,609,154,763
2016-01-10,550,72,478,711500,190550,902050,336,23,359
2022-05-09,129247,66070,63177,91498699,93957569,185456268,39063,10785,49848
2025-11-28,318198,49263,268935,496573241,82228611,578801852,50396,1941,52337
2015-06-15,124,31,93,732950,196300,929250,4,0,4
2021-07-11,130879,60080,70799,62328701,57283902,119612603,28755,13093,41848
2016-05-08,594,52,542,369950,154200,524150,377,18,395
2025-04-01,274857,77908,196949,378797275,127530824,506328099,114113,6984,121097
2020-02-26,144293,55074,89219,21585605,54968223,76553828,71065,10803,81868
2019-01-04,24446,22068,2378,4806014,37587937,42393951,1719,2012,3731
2024-04-22,204012,69819,134193,197839657,88569326,286408983,71351,10137,81488
2024-08-27,221095,66872,154223,239869538,97119341,336988879,72420,7956,80376
2025-05-12,272127,71410,200717,380571758,101018897,481590655,112473,6120,118593
2025-05-20,282779,72047,210732,414205708,114299755,528505463,119532,6579,126111
2024-06-09,190880,64655,126225,168293786,84143358,252437144,58758,7370,66128
2018-10-20,16545,12915,3630,4037900,13998354,18036254,2100,539,2639
2016-09-11,561,50,511,514150,100100,614250,426,16,442
2023-10-22,181876,68229,113647,157340630,76979653,234320283,52106,9944,62050
2024-08-11,209663,65159,144504,200434658,84619843,285054501,67879,7215,75094
2017-12-13,9647,6805,2842,6610425,7308125,13918550,2495,675,3170
2025-05-14,270026,69680,200346,402814741,120607163,523421904,112718,5934,118652
2022-10-06,140617,71570,69047,102947149,91374476,194321625,38066,10334,48400
2018-05-26,7047,5919,1128,2187350,9858581,12045931,721,190,911
2025-01-08,277421,85595,191826,351933602,145840311,497773913,103610,9035,112645
2020-08-10,114879,55062,59817,65085786,58516881,123602667,32178,11450,43628
2020-10-14,123355,62002,61353,70160343,78292106,148452449,28862,8132,36994
2017-11-04,1611,746,865,1563954,3281400,4845354,703,92,795
2018-01-31,10327,7561,2766,6600070,9423094,16023164,2450,723,3173
2017-03-20,978,209,769,830150,621250,1451400,452,38,490
2016-01-31,730,81,649,615199,229325,844524,460,21,481
2020-03-22,42874,15470,27404,42535720,21515481,64051201,6284,3031,9315
2018-05-25,7885,6312,1573,3337300,13842327,17179627,1037,234,1271
2018-12-19,26631,21476,5155,6711510,33870053,40581563,3745,1368,5113
2018-09-19,27759,20322,7437,9285621,31917243,41202864,5588,1435,7023
2016-04-27,1464,184,1280,1283500,252000,1535500,909,59,968
2023-08-02,205182,84382,120800,180265507,128977143,309242650,61264,12515,73779
2019-05-19,29464,21474,7990,4279450,19142354,23421804,2791,2231,5022
2022-02-03,118186,64356,53830,75299889,99167529,174467418,28281,8278,36559
2017-03-27,1160,354,806,916600,1365041,2281641,512,83,595
2023-03-09,155110,74156,80954,131908950,107593528,239502478,43152,10223,53375
2025-01-01,218265,61320,156945,269867081,84739970,354607051,91746,7526,99272
2015-02-05,118,32,86,758500,146720,905220,2,0,2
2016-03-23,1142,157,985,838300,269249,1107549,774,56,830
2015-05-10,91,33,58,366347,109500,475847,3,1,4
2024-10-31,140691,39163,101528,160920321,42278382,203198703,51763,5150,56913
2018-08-06,13851,11033,2818,5709114,19108436,24817550,1151,445,1596
2018-04-23,5553,4764,789,1818411,6066850,7885261,475,126,601
2020-06-27,129269,56582,72687,78269950,61488085,139758035,20815,8183,28998
2017-04-26,1729,609,1120,1491600,1725445,3217045,707,51,758
2021-03-15,120228,63273,56955,74358762,87094132,161452894,28672,10258,38930
2017-11-11,2050,1060,990,1980629,5531832,7512461,855,160,1015
2017-04-18,1292,455,837,1439041,1387004,2826045,484,103,587
2018-06-13,17223,13290,3933,11252225,24275071,35527296,2705,760,3465
2017-10-12,2877,1496,1381,2125850,7252212,9378062,1165,210,1375
2018-07-31,16519,12108,4411,10084451,24436113,34520564,1926,396,2322
2019-02-03,20166,17056,3110,3579910,22330386,25910296,1813,2299,4112
2016-12-08,1096,200,896,911801,403610,1315411,700,63,763
2019-07-22,78311,62537,15774,16137880,39294196,55432076,8459,7542,16001
2025-11-30,275395,41530,233865,404146463,52658349,456804812,38868,1561,40429
2016-09-02,947,79,868,813300,400326,1213626,704,22,726
2015-07-09,259,88,171,1804180,749500,2553680,2,1,3
2023-06-25,188909,76283,112626,164537674,81469633,246007307,56440,11426,67866
2024-12-03,267230,78462,188768,391918549,146413460,538332009,113409,9153,122562
2017-10-28,2526,1579,947,1862500,5268954,7131454,786,159,945
2022-07-13,133448,68500,64948,105154044,100458130,205612174,38703,10774,49477
2021-02-02,118770,65037,53733,69123715,80492145,149615860,27443,10650,38093
2025-09-14,252799,53931,198868,366954560,69504909,436459469,93793,3729,97522
